date,headline,abstract,snippet,lead_paragraph,web_url,section,subsection,byline,document_type,news_desk,type_of_material,word_count,source,keywords
2022-08-18T00:00:00Z,Sesame Broccoli,"Mild broccoli gets energized by this textured, rich dressing spiked with sweet miso and soy sauce. Crushed toasted sesame seeds create the intense flavor base for this rich, super nutty sauce. The dish is a great side to accompany any grilled or roasted protein; it can be made a few hours in advance and is equally tasty chilled or at room temperature. Any leftovers can be chopped and tossed with warm pasta and grated Parmesan the next day.",,,https://cooking.nytimes.com/recipes/1023309-sesame-broccoli,,,Kay Chun,recipe,,Recipe,0,,"broccoli florets, cooking 101, miso, side dish, vegetables"
2023-01-03T10:00:13Z,Heavy Snowfall and Tornadoes Wreak Havoc on Midwest and South,A “multi-hazard” storm that had already flooded the West Coast turned into a large winter storm system as it moved across the country.,A “multi-hazard” storm that had already flooded the West Coast turned into a large winter storm system as it moved across the country.,,https://www.nytimes.com/2023/01/03/us/storm-snow-tornado-midwest.html,U.S.,,By Neelam Bohra,article,National,News,905,The New York Times,"Rain, Snow and Snowstorms, Tornadoes, Midwestern States (US), Southern States (US), Texas, Minnesota"
2022-02-07T00:00:00Z,Brodo di Pollo con Pastina (Chicken Soup With Pastina),"Pastina means “tiny pasta,” and it’s often the first pasta shape Italian children are introduced to, typically cooked in broth. Pastina comes in a variety of shapes, like little stars and rounds. For this recipe, you can use any tiny shape you like, or use noodles broken into small pieces. Typically, the pastina is precooked in a separate pot and added to each soup bowl alongside shredded chicken, but this version cooks everything together for an easy one-pot meal. And this comforting chicken soup does not require premade or even store-bought broth: Instead, boneless, skinless chicken breasts cook in water with aromatics like onion, carrots, celery and garlic — and a good drizzle of olive oil — for a rich, flavorful broth that comes together fairly quickly.",,,https://cooking.nytimes.com/recipes/1022969-brodo-di-pollo-con-pastina-chicken-soup-with-pastina,,,Naz Deravian,recipe,,Recipe,0,,"chicken breast, chicken soup, dinner, easy, italian, lunch, main course, one pot, orzo, winter"
2022-09-21T00:00:00Z,Beer Cheese,"Some say this classic pub snack originated in Kentucky, but you can typically find it in bars all around, usually served with warm pretzel bites or vegetables. There are two different styles of beer cheese: a spreadable, thick version and a creamier fondue-style type like this one. Though optional, adding a bit of miso brings out the beer flavor and adds a bit of saltiness that eliminates the need to add any salt to the dish. Either way, make sure to choose a beer that tastes good to you.",,,https://cooking.nytimes.com/recipes/1023494-beer-cheese,,,Romel Bruno,recipe,,Recipe,0,,"appetizer, beer, dips and spreads, easy, make-ahead, quick, sharp cheddar, snack, super bowl, vegetarian"
2023-07-18T21:55:29Z,Tracking Heat Across the World,See detailed maps of the latest temperature forecasts across the world.,See detailed maps of the latest temperature forecasts across the world.,,https://www.nytimes.com/interactive/2025/world/global-heat-wave-map-tracker.html,World,,"By Lazaro Gamio, Zach Levitt, Elena Shao and Malika Khurana",interactive,,Interactive Feature,0,The New York Times,"Global Warming, , Weather, Heat and Heat Waves, Temperature"
2023-11-05T10:01:33Z,Cross-Tabs: October 2023 Times/Siena Poll of the 2024 Battlegrounds,Donald Trump leads Joe Biden in five of six key battlegrounds polled by The New York Times and Siena College.,Donald Trump leads Joe Biden in five of six key battlegrounds polled by The New York Times and Siena College.,,https://www.nytimes.com/interactive/2023/11/07/us/elections/times-siena-battlegrounds-registered-voters.html,U.S.,Elections,,interactive,,Interactive Feature,0,The New York Times,New York Times/Siena College Poll
2023-12-26T10:01:11Z,A New Tax on Imports and a Split From China: Trump’s 2025 Trade Agenda,"Donald J. Trump plans to sharply expand his use of tariffs if he returns to power, risking disruption to the economy in an attempt to transform it.","Donald J. Trump plans to sharply expand his use of tariffs if he returns to power, risking disruption to the economy in an attempt to transform it.",,https://www.nytimes.com/2023/12/26/us/politics/trump-2025-trade-china.html,U.S.,Politics,"By Charlie Savage, Jonathan Swan and Maggie Haberman",article,Politics,News,2572,The New York Times,"Trump, Donald J, Presidential Election of 2024, Lighthizer, Robert E, United States Economy, Customs (Tariff), International Trade and World Market, China, Factories and Manufacturing"
2023-11-14T10:00:12Z,Do I Need to Worry About Smartphone Radiation?,"Some studies have linked cellphone use with cancer, so we asked some experts to explain the risk.","Some studies have linked cellphone use with cancer, so we asked some experts to explain the risk.",,https://www.nytimes.com/2023/11/14/well/live/cellphone-radiation-effects.html,Well,Live,By Caroline Hopkins,article,Well,News,786,The New York Times,"Radiation, Smartphones, Wireless Communications, Cellular Telephones, Cancer, Brain Cancer, iPhone, Content Type: Service"
2023-04-10T19:14:55Z,Spelling Bee Buddy: Personalized Hints That Update as You Play,Customized hints that update based on your progress in today’s puzzle.,Customized hints that update based on your progress in today’s puzzle.,,https://www.nytimes.com/interactive/2023/upshot/spelling-bee-buddy.html,The Upshot,,"By Neil Berg, Matthew Conlen, Josh Katz, Aaron Krolik, Eve Washington and Eden Weingart",interactive,,Interactive Feature,0,The New York Times,
2023-12-04T10:02:03Z,Why a Second Trump Presidency May Be More Radical Than His First,"Donald Trump has long exhibited authoritarian impulses, but his policy operation is now more sophisticated, and the buffers to check him are weaker.","Donald Trump has long exhibited authoritarian impulses, but his policy operation is now more sophisticated, and the buffers to check him are weaker.",,https://www.nytimes.com/2023/12/04/us/politics/trump-2025-overview.html,U.S.,Politics,"By Charlie Savage, Jonathan Swan and Maggie Haberman",article,Politics,News,2431,The New York Times,"Presidential Election of 2024, United States Politics and Government, Democracy (Theory and Philosophy), Conservatism (US Politics), Trump, Donald J, Republican Party"
2023-07-17T07:00:20Z,Trump and Allies Forge Plans to Increase Presidential Power in 2025,The former president and his backers aim to strengthen the power of the White House and limit the independence of federal agencies.,The former president and his backers aim to strengthen the power of the White House and limit the independence of federal agencies.,,https://www.nytimes.com/2023/07/17/us/politics/trump-plans-2025.html,U.S.,Politics,"By Jonathan Swan, Charlie Savage and Maggie Haberman",article,Politics,News,2341,The New York Times,"Trump, Donald J, Presidential Power (US), Presidential Election of 2024, McEntee, John, Miller, Stephen (1985- ), Kelly, John F (1950- ), Roberts, Kevin D (1974- ), Vought, Russell T, Presidents and Presidency (US), Heritage Foundation, United States Politics and Government, Executive Orders and Memorandums, Government Employees, Presidential Transition (US), House of Representatives, Senate, Federal Communications Commission, Federal Reserve System, Federal Trade Commission, Justice Department, Regulation and Deregulation of Industry"
2023-10-03T09:02:09Z,Trump Wanted to Fire Missiles at Mexico. Now the G.O.P. Wants to Send Troops.,The Republican push to use military force in Mexico against drug cartels started in the Trump White House. He has plans to make the idea a reality in 2025.,The Republican push to use military force in Mexico against drug cartels started in the Trump White House. He has plans to make the idea a reality in 2025.,,https://www.nytimes.com/2023/10/03/us/politics/trump-mexico-cartels-republican.html,U.S.,Politics,"By Jonathan Swan, Maggie Haberman, Charlie Savage and Emiliano Rodríguez Mega",article,Politics,News,2631,The New York Times,"Mexico, Drug Cartels, United States International Relations, United States Defense and Military Forces, Republican Party, Presidential Election of 2024, Trump, Donald J, Drug Abuse and Traffic, Fentanyl, Esper, Mark T, Lopez Obrador, Andres Manuel"
2023-10-13T21:36:24Z,"Flashback: Your Weekly History Quiz, Oct. 15, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/10/13/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2023-11-03T21:29:58Z,"Flashback: Your Weekly History Quiz, Nov. 4, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/11/03/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2023-10-27T21:05:33Z,"Flashback: Your Weekly History Quiz, Oct. 29, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/10/27/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2023-10-06T20:48:06Z,"Flashback: Your Weekly History Quiz, Oct. 8, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/10/06/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2023-10-20T21:02:09Z,"Flashback: Your Weekly History Quiz, Oct. 22, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/10/20/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2023-11-01T09:02:11Z,"If Trump Wins, His Allies Want Lawyers Who Will Bless a More Radical Agenda",Politically appointed lawyers sometimes frustrated Donald J. Trump’s ambitions. His allies are planning to install more aggressive legal gatekeepers if he regains the White House.,Politically appointed lawyers sometimes frustrated Donald J. Trump’s ambitions. His allies are planning to install more aggressive legal gatekeepers if he regains the White House.,,https://www.nytimes.com/2023/11/01/us/politics/trump-2025-lawyers.html,U.S.,Politics,"By Jonathan Swan, Charlie Savage and Maggie Haberman",article,Politics,News,2709,The New York Times,"Trump, Donald J, Presidential Election of 2024, Right-Wing Extremism and Alt-Right, Legal Profession, Conservatism (US Politics), Federalist Society, Paoletta, Mark, Leo, Leonard A, Vought, Russell T, Miller, Stephen (1985- ), Mitnick, John"
2023-12-09T10:00:29Z,Fears of a NATO Withdrawal Rise as Trump Seeks a Return to Power,Current and former European diplomats said there was growing concern a second Trump presidency could mean an American retreat from the continent and a gutting of NATO.,Current and former European diplomats said there was growing concern a second Trump presidency could mean an American retreat from the continent and a gutting of NATO.,,https://www.nytimes.com/2023/12/09/us/politics/trump-2025-nato.html,U.S.,Politics,"By Jonathan Swan, Charlie Savage and Maggie Haberman",article,Politics,News,2508,The New York Times,"Presidential Election of 2024, Trump, Donald J, Europe, North Atlantic Treaty Organization, Defense and Military Forces, United States International Relations, Treaties, Russia, Ukraine, Russian Invasion of Ukraine (2022)"
2023-08-05T20:58:22Z,"Flashback: Your Weekly History Quiz, Aug. 13, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2023-08-27T00:24:57Z,"Flashback: Your Weekly History Quiz, Aug. 27, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/08/26/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2023-12-30T02:14:24Z,"Flashback: Your Weekly History Quiz, Dec. 31, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/12/29/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
2023-12-01T22:58:12Z,"Flashback: Your Weekly History Quiz, Dec. 3, 2023",Can you sort 8 historical events?,Can you sort 8 historical events?,,https://www.nytimes.com/interactive/2023/12/01/upshot/flashback.html,The Upshot,,,interactive,,Interactive Feature,0,The New York Times,Content Type: Quiz
